Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2025-11-13,Z (Dec 2025),0.0000,0.0000,0.0000,0.0000,20.5383,0,0,0,0
2025-11-14,Z (Dec 2025),0.0000,12.5500,0.0000,0.0000,20.1248,-0.4135,0,0,0
2025-11-17,Z (Dec 2025),0.0000,12.7500,0.0000,0.0000,21.1688,1.0440,0,0,0
2025-11-18,Z (Dec 2025),0.0000,14.7500,0.0000,0.0000,21.7706,0.6018,0,0,0
2025-11-19,Z (Dec 2025),0.0000,13.7500,0.0000,0.0000,21.2323,-0.5383,0,0,0
2025-11-20,Z (Dec 2025),0.0000,14.5500,0.0000,0.0000,22.867,1.6347,0,0,0
2025-11-21,Z (Dec 2025),0.0000,21.3000,22.1500,0.0000,21.5533,-1.3137,0,0,0
2025-11-24,Z (Dec 2025),0.0000,21.9000,0.0000,0.0000,19.8948,-1.6585,0,0,0
2025-11-25,Z (Dec 2025),0.0000,19.9000,0.0000,0.0000,19.3179,-0.5769,0,0,0
2025-11-26,Z (Dec 2025),0.0000,19.3000,0.0000,0.0000,18.7431,-0.5748,0,0,0
2025-11-28,Z (Dec 2025),0.0000,19.3000,0.0000,0.0000,18.2687,-0.4744,0,0,0
2025-12-01,Z (Dec 2025),0.0000,0.0000,0.0000,0.0000,18.3442,0.0755,0,0,0
2025-12-02,Z (Dec 2025),0.0000,0.0000,0.0000,0.0000,17.9472,-0.3970,0,0,0
2025-12-03,Z (Dec 2025),0.0000,0.0000,0.0000,0.0000,17.7946,-0.1526,0,0,0
2025-12-04,Z (Dec 2025),0.0000,0.0000,0.0000,0.0000,17.5422,-0.2524,0,0,0
2025-12-05,Z (Dec 2025),0.0000,13.5500,0.0000,0.0000,17.2631,-0.2791,0,0,0
2025-12-08,Z (Dec 2025),0.0000,13.5500,0.0000,0.0000,17.6046,0.3415,0,0,0
2025-12-09,Z (Dec 2025),0.0000,0.0000,0.0000,0.0000,17.609,0.0044,0,0,0
2025-12-10,Z (Dec 2025),0.0000,12.7500,0.0000,0.0000,16.6644,-0.9446,0,0,0
2025-12-11,Z (Dec 2025),0.0000,12.5500,0.0000,0.0000,16.2564,-0.4080,0,0,0
2025-12-12,Z (Dec 2025),0.0000,0.0000,0.0000,0.0000,16.5715,0.3151,0,0,0
2025-12-15,Z (Dec 2025),0.0000,0.0000,0.0000,0.0000,16.5036,-0.0679,0,0,0
2025-12-16,Z (Dec 2025),0.0000,0.0000,0.0000,0.0000,16.3399,-0.1637,0,0,0
2025-12-17,Z (Dec 2025),0.0000,6.3500,0.0000,0.0000,18.8033,2.4634,0,0,0
2025-12-18,Z (Dec 2025),0.0000,6.3500,0.0000,0.0000,18.1867,-0.6166,0,0,0
2025-12-19,Z (Dec 2025),0.0000,12.5500,0.0000,0.0000,17.4453,-0.7414,0,0,0
2025-12-22,Z (Dec 2025),0.0000,11.5500,0.0000,0.0000,16.8537,-0.5916,0,0,0
2025-12-23,Z (Dec 2025),0.0000,11.5500,0.0000,0.0000,16.9364,0.0827,0,0,0
2025-12-24,Z (Dec 2025),0.0000,11.5500,0.0000,0.0000,16.8532,-0.0832,0,0,0
2025-12-26,Z (Dec 2025),0.0000,11.5500,0.0000,0.0000,16.8173,-0.0359,0,0,0
2025-12-29,Z (Dec 2025),0.0000,13.0000,17.0000,0.0000,16.6251,-0.1922,0,0,0
2025-12-30,Z (Dec 2025),0.0000,14.0000,18.0000,0.0000,16.00,-0.6251,0,0,0
2025-12-31,Z (Dec 2025),0.0000,6.3500,0.0000,0.0000,14.54,-1.46,0,0,0
